VAR_IDX,VAR_POS,TABLE_NAME,FIELD_NAME,VALUESET_ITEM,VALUESET_ITEM_DESCRIPTOR
px5090,5,PROCEDURE,PX,'ICD10:0HB4XZX',"0HB4XZX - Excision of Neck Skin, External Approach, Diagnostic "
px5091,5,PROCEDURE,PX,'ICD10:0HB4XZZ',"0HB4XZZ - Excision of Neck Skin, External Approach "
px5092,5,PROCEDURE,PX,'ICD10:0HB5XZX',"0HB5XZX - Excision of Chest Skin, External Approach, Diagnostic "
px5093,5,PROCEDURE,PX,'ICD10:0HB5XZZ',"0HB5XZZ - Excision of Chest Skin, External Approach "
px5094,5,PROCEDURE,PX,'ICD10:0HB6XZX',"0HB6XZX - Excision of Back Skin, External Approach, Diagnostic "
px5095,5,PROCEDURE,PX,'ICD10:0HB6XZZ',"0HB6XZZ - Excision of Back Skin, External Approach "
px5096,5,PROCEDURE,PX,'ICD10:0HB7XZX',"0HB7XZX - Excision of Abdomen Skin, External Approach, Diagnostic "
px5097,5,PROCEDURE,PX,'ICD10:0HB7XZZ',"0HB7XZZ - Excision of Abdomen Skin, External Approach "
px5098,5,PROCEDURE,PX,'ICD10:0HB8XZX',"0HB8XZX - Excision of Buttock Skin, External Approach, Diagnostic "
px5099,5,PROCEDURE,PX,'ICD10:0HB8XZZ',"0HB8XZZ - Excision of Buttock Skin, External Approach "
px5100,5,PROCEDURE,PX,'ICD10:0HB9XZX',"0HB9XZX - Excision of Perineum Skin, External Approach, Diagnostic "
px5101,5,PROCEDURE,PX,'ICD10:0HB9XZZ',"0HB9XZZ - Excision of Perineum Skin, External Approach "
px5102,5,PROCEDURE,PX,'ICD10:0HBAXZX',"0HBAXZX - Excision of Genitalia Skin, External Approach, Diagnostic "
px5103,5,PROCEDURE,PX,'ICD10:0HBAXZZ',"0HBAXZZ - Excision of Genitalia Skin, External Approach "
px5104,5,PROCEDURE,PX,'ICD10:0HBBXZX',"0HBBXZX - Excision of Right Upper Arm Skin, External Approach, Diagnostic "
px5105,5,PROCEDURE,PX,'ICD10:0HBBXZZ',"0HBBXZZ - Excision of Right Upper Arm Skin, External Approach "
px5106,5,PROCEDURE,PX,'ICD10:0HBCXZX',"0HBCXZX - Excision of Left Upper Arm Skin, External Approach, Diagnostic "
px5107,5,PROCEDURE,PX,'ICD10:0HBCXZZ',"0HBCXZZ - Excision of Left Upper Arm Skin, External Approach "
px5108,5,PROCEDURE,PX,'ICD10:0HBDXZX',"0HBDXZX - Excision of Right Lower Arm Skin, External Approach, Diagnostic "
px5109,5,PROCEDURE,PX,'ICD10:0HBDXZZ',"0HBDXZZ - Excision of Right Lower Arm Skin, External Approach "
px5110,5,PROCEDURE,PX,'ICD10:0HBEXZX',"0HBEXZX - Excision of Left Lower Arm Skin, External Approach, Diagnostic "
px5111,5,PROCEDURE,PX,'ICD10:0HBEXZZ',"0HBEXZZ - Excision of Left Lower Arm Skin, External Approach "
px5112,5,PROCEDURE,PX,'ICD10:0HBFXZX',"0HBFXZX - Excision of Right Hand Skin, External Approach, Diagnostic "
px5113,5,PROCEDURE,PX,'ICD10:0HBFXZZ',"0HBFXZZ - Excision of Right Hand Skin, External Approach "
px5114,5,PROCEDURE,PX,'ICD10:0HBGXZX',"0HBGXZX - Excision of Left Hand Skin, External Approach, Diagnostic "
px5115,5,PROCEDURE,PX,'ICD10:0HBHXZX',"0HBHXZX - Excision of Right Upper Leg Skin, External Approach, Diagnostic "
px5116,5,PROCEDURE,PX,'ICD10:0HBHXZZ',"0HBHXZZ - Excision of Right Upper Leg Skin, External Approach "
px5117,5,PROCEDURE,PX,'ICD10:0HBJXZX',"0HBJXZX - Excision of Left Upper Leg Skin, External Approach, Diagnostic "
px5118,5,PROCEDURE,PX,'ICD10:0HBJXZZ',"0HBJXZZ - Excision of Left Upper Leg Skin, External Approach "
px5119,5,PROCEDURE,PX,'ICD10:0HBKXZX',"0HBKXZX - Excision of Right Lower Leg Skin, External Approach, Diagnostic "
px5120,5,PROCEDURE,PX,'ICD10:0HBKXZZ',"0HBKXZZ - Excision of Right Lower Leg Skin, External Approach "
px5121,5,PROCEDURE,PX,'ICD10:0HBLXZX',"0HBLXZX - Excision of Left Lower Leg Skin, External Approach, Diagnostic "
px5122,5,PROCEDURE,PX,'ICD10:0HBLXZZ',"0HBLXZZ - Excision of Left Lower Leg Skin, External Approach "
px5123,5,PROCEDURE,PX,'ICD10:0HBMXZX',"0HBMXZX - Excision of Right Foot Skin, External Approach, Diagnostic "
px5124,5,PROCEDURE,PX,'ICD10:0HBMXZZ',"0HBMXZZ - Excision of Right Foot Skin, External Approach "
px5125,5,PROCEDURE,PX,'ICD10:0HBNXZZ',"0HBNXZZ - Excision of Left Foot Skin, External Approach "
px5126,5,PROCEDURE,PX,'ICD10:0HBQXZZ',"0HBQXZZ - Excision of Finger Nail, External Approach "
px5127,5,PROCEDURE,PX,'ICD10:0HBRXZZ',"0HBRXZZ - Excision of Toe Nail, External Approach "
px5128,5,PROCEDURE,PX,'ICD10:0HBT0ZX',"0HBT0ZX - Excision of Right Breast, Open Approach, Diagnostic "
px5129,5,PROCEDURE,PX,'ICD10:0HBT0ZZ',"0HBT0ZZ - Excision of Right Breast, Open Approach "
px5130,5,PROCEDURE,PX,'ICD10:0HBT3ZX',"0HBT3ZX - Excision of Right Breast, Percutaneous Approach, Diagnostic "
px5131,5,PROCEDURE,PX,'ICD10:0HBTXZZ',"0HBTXZZ - Excision of Right Breast, External Approach "
px5132,5,PROCEDURE,PX,'ICD10:0HBU0ZZ',"0HBU0ZZ - Excision of Left Breast, Open Approach "
px5133,5,PROCEDURE,PX,'ICD10:0HBU3ZX',"0HBU3ZX - Excision of Left Breast, Percutaneous Approach, Diagnostic "
px5134,5,PROCEDURE,PX,'ICD10:0HBUXZZ',"0HBUXZZ - Excision of Left Breast, External Approach "
px5135,5,PROCEDURE,PX,'ICD10:0HBV0ZZ',"0HBV0ZZ - Excision of Bilateral Breast, Open Approach "
px5136,5,PROCEDURE,PX,'ICD10:0HBV3ZX',"0HBV3ZX - Excision of Bilateral Breast, Percutaneous Approach, Diagnostic "
px5137,5,PROCEDURE,PX,'ICD10:0HBVXZZ',"0HBVXZZ - Excision of Bilateral Breast, External Approach "
px5138,5,PROCEDURE,PX,'ICD10:0HC0XZZ',"0HC0XZZ - Extirpation of Matter from Scalp Skin, External Approach "
px5139,5,PROCEDURE,PX,'ICD10:0HC1XZZ',"0HC1XZZ - Extirpation of Matter from Face Skin, External Approach "
px5140,5,PROCEDURE,PX,'ICD10:0HC7XZZ',"0HC7XZZ - Extirpation of Matter from Abdomen Skin, External Approach "
px5141,5,PROCEDURE,PX,'ICD10:0HCAXZZ',"0HCAXZZ - Extirpation of Matter from Genitalia Skin, External Approach "
px5142,5,PROCEDURE,PX,'ICD10:0HCCXZZ',"0HCCXZZ - Extirpation of Matter from Left Upper Arm Skin, External Approach "
px5143,5,PROCEDURE,PX,'ICD10:0HCJXZZ',"0HCJXZZ - Extirpation of Matter from Left Upper Leg Skin, External Approach "
px5144,5,PROCEDURE,PX,'ICD10:0HCKXZZ',"0HCKXZZ - Extirpation of Matter from Right Lower Leg Skin, External Approach "
px5145,5,PROCEDURE,PX,'ICD10:0HCNXZZ',"0HCNXZZ - Extirpation of Matter from Left Foot Skin, External Approach "
px5146,5,PROCEDURE,PX,'ICD10:0HCT0ZZ',"0HCT0ZZ - Extirpation of Matter from Right Breast, Open Approach "
px5147,5,PROCEDURE,PX,'ICD10:0HCU0ZZ',"0HCU0ZZ - Extirpation of Matter from Left Breast, Open Approach "
px5148,5,PROCEDURE,PX,'ICD10:0HD0XZZ',"0HD0XZZ - Extraction of Scalp Skin, External Approach "
px5149,5,PROCEDURE,PX,'ICD10:0HD1XZZ',"0HD1XZZ - Extraction of Face Skin, External Approach "
px5150,5,PROCEDURE,PX,'ICD10:0HD4XZZ',"0HD4XZZ - Extraction of Neck Skin, External Approach "
px5151,5,PROCEDURE,PX,'ICD10:0HD5XZZ',"0HD5XZZ - Extraction of Chest Skin, External Approach "
px5152,5,PROCEDURE,PX,'ICD10:0HD6XZZ',"0HD6XZZ - Extraction of Back Skin, External Approach "
px5153,5,PROCEDURE,PX,'ICD10:0HD7XZZ',"0HD7XZZ - Extraction of Abdomen Skin, External Approach "
px5154,5,PROCEDURE,PX,'ICD10:0HD8XZZ',"0HD8XZZ - Extraction of Buttock Skin, External Approach "
px5155,5,PROCEDURE,PX,'ICD10:0HD9XZZ',"0HD9XZZ - Extraction of Perineum Skin, External Approach "
px5156,5,PROCEDURE,PX,'ICD10:0HDAXZZ',"0HDAXZZ - Extraction of Genitalia Skin, External Approach "
px5157,5,PROCEDURE,PX,'ICD10:0HDBXZZ',"0HDBXZZ - Extraction of Right Upper Arm Skin, External Approach "
px5158,5,PROCEDURE,PX,'ICD10:0HDCXZZ',"0HDCXZZ - Extraction of Left Upper Arm Skin, External Approach "
px5159,5,PROCEDURE,PX,'ICD10:0HDDXZZ',"0HDDXZZ - Extraction of Right Lower Arm Skin, External Approach "
px5160,5,PROCEDURE,PX,'ICD10:0HDEXZZ',"0HDEXZZ - Extraction of Left Lower Arm Skin, External Approach "
px5161,5,PROCEDURE,PX,'ICD10:0HDFXZZ',"0HDFXZZ - Extraction of Right Hand Skin, External Approach "
px5162,5,PROCEDURE,PX,'ICD10:0HDGXZZ',"0HDGXZZ - Extraction of Left Hand Skin, External Approach "
px5163,5,PROCEDURE,PX,'ICD10:0HDHXZZ',"0HDHXZZ - Extraction of Right Upper Leg Skin, External Approach "
px5164,5,PROCEDURE,PX,'ICD10:0HDJXZZ',"0HDJXZZ - Extraction of Left Upper Leg Skin, External Approach "
px5165,5,PROCEDURE,PX,'ICD10:0HDKXZZ',"0HDKXZZ - Extraction of Right Lower Leg Skin, External Approach "
px5166,5,PROCEDURE,PX,'ICD10:0HDLXZZ',"0HDLXZZ - Extraction of Left Lower Leg Skin, External Approach "
px5167,5,PROCEDURE,PX,'ICD10:0HDMXZZ',"0HDMXZZ - Extraction of Right Foot Skin, External Approach "
px5168,5,PROCEDURE,PX,'ICD10:0HDNXZZ',"0HDNXZZ - Extraction of Left Foot Skin, External Approach "
px5169,5,PROCEDURE,PX,'ICD10:0HDQXZZ',"0HDQXZZ - Extraction of Finger Nail, External Approach "
px5170,5,PROCEDURE,PX,'ICD10:0HDRXZZ',"0HDRXZZ - Extraction of Toe Nail, External Approach "
px5171,5,PROCEDURE,PX,'ICD10:0HHT0NZ',"0HHT0NZ - Insertion of Tissue Expander into Right Breast, Open Approach "
px5172,5,PROCEDURE,PX,'ICD10:0HHU0NZ',"0HHU0NZ - Insertion of Tissue Expander into Left Breast, Open Approach "
px5173,5,PROCEDURE,PX,'ICD10:0HHV0NZ',"0HHV0NZ - Insertion of Tissue Expander into Bilateral Breast, Open Approach "
px5174,5,PROCEDURE,PX,'ICD10:0HJPXZZ',"0HJPXZZ - Inspection of Skin, External Approach "
px5175,5,PROCEDURE,PX,'ICD10:0HJT0ZZ',"0HJT0ZZ - Inspection of Right Breast, Open Approach "
px5176,5,PROCEDURE,PX,'ICD10:0HN4XZZ',"0HN4XZZ - Release Neck Skin, External Approach "
px5177,5,PROCEDURE,PX,'ICD10:0HN7XZZ',"0HN7XZZ - Release Abdomen Skin, External Approach "
px5178,5,PROCEDURE,PX,'ICD10:0HNUXZZ',"0HNUXZZ - Release Left Breast, External Approach "
px5179,5,PROCEDURE,PX,'ICD10:0HNV0ZZ',"0HNV0ZZ - Release Bilateral Breast, Open Approach "
px5180,5,PROCEDURE,PX,'ICD10:0HPPXJZ',"0HPPXJZ - Removal of Synthetic Substitute from Skin, External Approach "
px5181,5,PROCEDURE,PX,'ICD10:0HPT0JZ',"0HPT0JZ - Removal of Synthetic Substitute from Right Breast, Open Approach "
px5182,5,PROCEDURE,PX,'ICD10:0HPT0NZ',"0HPT0NZ - Removal of Tissue Expander from Right Breast, Open Approach "
px5183,5,PROCEDURE,PX,'ICD10:0HPU0JZ',"0HPU0JZ - Removal of Synthetic Substitute from Left Breast, Open Approach "
px5184,5,PROCEDURE,PX,'ICD10:0HPU0NZ',"0HPU0NZ - Removal of Tissue Expander from Left Breast, Open Approach "
px5185,5,PROCEDURE,PX,'ICD10:0HQ0XZZ',"0HQ0XZZ - Repair Scalp Skin, External Approach "
px5186,5,PROCEDURE,PX,'ICD10:0HQ1XZZ',"0HQ1XZZ - Repair Face Skin, External Approach "
px5187,5,PROCEDURE,PX,'ICD10:0HQ2XZZ',"0HQ2XZZ - Repair Right Ear Skin, External Approach "
px5188,5,PROCEDURE,PX,'ICD10:0HQ3XZZ',"0HQ3XZZ - Repair Left Ear Skin, External Approach "
px5189,5,PROCEDURE,PX,'ICD10:0HQ4XZZ',"0HQ4XZZ - Repair Neck Skin, External Approach "
px5190,5,PROCEDURE,PX,'ICD10:0HQ5XZZ',"0HQ5XZZ - Repair Chest Skin, External Approach "
px5191,5,PROCEDURE,PX,'ICD10:0HQ6XZZ',"0HQ6XZZ - Repair Back Skin, External Approach "
px5192,5,PROCEDURE,PX,'ICD10:0HQ7XZZ',"0HQ7XZZ - Repair Abdomen Skin, External Approach "
px5193,5,PROCEDURE,PX,'ICD10:0HQ8XZZ',"0HQ8XZZ - Repair Buttock Skin, External Approach "
px5194,5,PROCEDURE,PX,'ICD10:0HQ9XZZ',"0HQ9XZZ - Repair Perineum Skin, External Approach "
px5195,5,PROCEDURE,PX,'ICD10:0HQAXZZ',"0HQAXZZ - Repair Genitalia Skin, External Approach "
px5196,5,PROCEDURE,PX,'ICD10:0HQBXZZ',"0HQBXZZ - Repair Right Upper Arm Skin, External Approach "
px5197,5,PROCEDURE,PX,'ICD10:0HQCXZZ',"0HQCXZZ - Repair Left Upper Arm Skin, External Approach "
px5198,5,PROCEDURE,PX,'ICD10:0HQDXZZ',"0HQDXZZ - Repair Right Lower Arm Skin, External Approach "
px5199,5,PROCEDURE,PX,'ICD10:0HQEXZZ',"0HQEXZZ - Repair Left Lower Arm Skin, External Approach "
px5200,5,PROCEDURE,PX,'ICD10:0HQFXZZ',"0HQFXZZ - Repair Right Hand Skin, External Approach "
px5201,5,PROCEDURE,PX,'ICD10:0HQGXZZ',"0HQGXZZ - Repair Left Hand Skin, External Approach "
px5202,5,PROCEDURE,PX,'ICD10:0HQHXZZ',"0HQHXZZ - Repair Right Upper Leg Skin, External Approach "
px5203,5,PROCEDURE,PX,'ICD10:0HQJXZZ',"0HQJXZZ - Repair Left Upper Leg Skin, External Approach "
px5204,5,PROCEDURE,PX,'ICD10:0HQKXZZ',"0HQKXZZ - Repair Right Lower Leg Skin, External Approach "
px5205,5,PROCEDURE,PX,'ICD10:0HQLXZZ',"0HQLXZZ - Repair Left Lower Leg Skin, External Approach "
px5206,5,PROCEDURE,PX,'ICD10:0HQMXZZ',"0HQMXZZ - Repair Right Foot Skin, External Approach "
px5207,5,PROCEDURE,PX,'ICD10:0HQNXZZ',"0HQNXZZ - Repair Left Foot Skin, External Approach "
px5208,5,PROCEDURE,PX,'ICD10:0HQQXZZ',"0HQQXZZ - Repair Finger Nail, External Approach "
px5209,5,PROCEDURE,PX,'ICD10:0HR0X73',"0HR0X73 - Replacement of Scalp Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5210,5,PROCEDURE,PX,'ICD10:0HR0X74',"0HR0X74 - Replacement of Scalp Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5211,5,PROCEDURE,PX,'ICD10:0HR0XK3',"0HR0XK3 - Replacement of Scalp Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5212,5,PROCEDURE,PX,'ICD10:0HR1X73',"0HR1X73 - Replacement of Face Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5213,5,PROCEDURE,PX,'ICD10:0HR1X74',"0HR1X74 - Replacement of Face Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5214,5,PROCEDURE,PX,'ICD10:0HR1XK3',"0HR1XK3 - Replacement of Face Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5215,5,PROCEDURE,PX,'ICD10:0HR2X73',"0HR2X73 - Replacement of Right Ear Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5216,5,PROCEDURE,PX,'ICD10:0HR3X73',"0HR3X73 - Replacement of Left Ear Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5217,5,PROCEDURE,PX,'ICD10:0HR3X74',"0HR3X74 - Replacement of Left Ear Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5218,5,PROCEDURE,PX,'ICD10:0HR3XK3',"0HR3XK3 - Replacement of Left Ear Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5219,5,PROCEDURE,PX,'ICD10:0HR4X73',"0HR4X73 - Replacement of Neck Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5220,5,PROCEDURE,PX,'ICD10:0HR4X74',"0HR4X74 - Replacement of Neck Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5221,5,PROCEDURE,PX,'ICD10:0HR4XK3',"0HR4XK3 - Replacement of Neck Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5222,5,PROCEDURE,PX,'ICD10:0HR5X73',"0HR5X73 - Replacement of Chest Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5223,5,PROCEDURE,PX,'ICD10:0HR5X74',"0HR5X74 - Replacement of Chest Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5224,5,PROCEDURE,PX,'ICD10:0HR5XK3',"0HR5XK3 - Replacement of Chest Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5225,5,PROCEDURE,PX,'ICD10:0HR6X73',"0HR6X73 - Replacement of Back Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5226,5,PROCEDURE,PX,'ICD10:0HR7X74',"0HR7X74 - Replacement of Abdomen Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5227,5,PROCEDURE,PX,'ICD10:0HR7XK3',"0HR7XK3 - Replacement of Abdomen Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5228,5,PROCEDURE,PX,'ICD10:0HR7XK4',"0HR7XK4 - Replacement of Abdomen Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5229,5,PROCEDURE,PX,'ICD10:0HR8X74',"0HR8X74 - Replacement of Buttock Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5230,5,PROCEDURE,PX,'ICD10:0HR8XK3',"0HR8XK3 - Replacement of Buttock Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5231,5,PROCEDURE,PX,'ICD10:0HR9X74',"0HR9X74 - Replacement of Perineum Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5232,5,PROCEDURE,PX,'ICD10:0HR9XK4',"0HR9XK4 - Replacement of Perineum Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5233,5,PROCEDURE,PX,'ICD10:0HRAX74',"0HRAX74 - Replacement of Genitalia Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5234,5,PROCEDURE,PX,'ICD10:0HRAXK3',"0HRAXK3 - Replacement of Genitalia Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5235,5,PROCEDURE,PX,'ICD10:0HRBX74',"0HRBX74 - Replacement of Right Upper Arm Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5236,5,PROCEDURE,PX,'ICD10:0HRBXK3',"0HRBXK3 - Replacement of Right Upper Arm Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5237,5,PROCEDURE,PX,'ICD10:0HRBXK4',"0HRBXK4 - Replacement of Right Upper Arm Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5238,5,PROCEDURE,PX,'ICD10:0HRCX73',"0HRCX73 - Replacement of Left Upper Arm Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5239,5,PROCEDURE,PX,'ICD10:0HRCX74',"0HRCX74 - Replacement of Left Upper Arm Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5240,5,PROCEDURE,PX,'ICD10:0HRDX73',"0HRDX73 - Replacement of Right Lower Arm Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5241,5,PROCEDURE,PX,'ICD10:0HRDX74',"0HRDX74 - Replacement of Right Lower Arm Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5242,5,PROCEDURE,PX,'ICD10:0HRDXK3',"0HRDXK3 - Replacement of Right Lower Arm Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5243,5,PROCEDURE,PX,'ICD10:0HREX73',"0HREX73 - Replacement of Left Lower Arm Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5244,5,PROCEDURE,PX,'ICD10:0HREX74',"0HREX74 - Replacement of Left Lower Arm Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5245,5,PROCEDURE,PX,'ICD10:0HREXK3',"0HREXK3 - Replacement of Left Lower Arm Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5246,5,PROCEDURE,PX,'ICD10:0HREXK4',"0HREXK4 - Replacement of Left Lower Arm Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5247,5,PROCEDURE,PX,'ICD10:0HRFX74',"0HRFX74 - Replacement of Right Hand Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5248,5,PROCEDURE,PX,'ICD10:0HRFXK3',"0HRFXK3 - Replacement of Right Hand Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5249,5,PROCEDURE,PX,'ICD10:0HRGX73',"0HRGX73 - Replacement of Left Hand Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5250,5,PROCEDURE,PX,'ICD10:0HRGX74',"0HRGX74 - Replacement of Left Hand Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5251,5,PROCEDURE,PX,'ICD10:0HRGXK3',"0HRGXK3 - Replacement of Left Hand Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5252,5,PROCEDURE,PX,'ICD10:0HRGXK4',"0HRGXK4 - Replacement of Left Hand Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5253,5,PROCEDURE,PX,'ICD10:0HRHX74',"0HRHX74 - Replacement of Right Upper Leg Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5254,5,PROCEDURE,PX,'ICD10:0HRHXK3',"0HRHXK3 - Replacement of Right Upper Leg Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5255,5,PROCEDURE,PX,'ICD10:0HRHXK4',"0HRHXK4 - Replacement of Right Upper Leg Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5256,5,PROCEDURE,PX,'ICD10:0HRJX73',"0HRJX73 - Replacement of Left Upper Leg Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5257,5,PROCEDURE,PX,'ICD10:0HRJX74',"0HRJX74 - Replacement of Left Upper Leg Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5258,5,PROCEDURE,PX,'ICD10:0HRJXK3',"0HRJXK3 - Replacement of Left Upper Leg Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5259,5,PROCEDURE,PX,'ICD10:0HRJXK4',"0HRJXK4 - Replacement of Left Upper Leg Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5260,5,PROCEDURE,PX,'ICD10:0HRKX73',"0HRKX73 - Replacement of Right Lower Leg Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5261,5,PROCEDURE,PX,'ICD10:0HRKX74',"0HRKX74 - Replacement of Right Lower Leg Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5262,5,PROCEDURE,PX,'ICD10:0HRKXJ3',"0HRKXJ3 - Replacement of Right Lower Leg Skin with Synthetic Substitute, Full Thickness, External Approach "
px5263,5,PROCEDURE,PX,'ICD10:0HRKXJ4',"0HRKXJ4 - Replacement of Right Lower Leg Skin with Synthetic Substitute, Partial Thickness, External Approach "
px5264,5,PROCEDURE,PX,'ICD10:0HRKXJZ',"0HRKXJZ - Replacement of Right Lower Leg Skin with Synthetic Substitute, External Approach "
px5265,5,PROCEDURE,PX,'ICD10:0HRKXK3',"0HRKXK3 - Replacement of Right Lower Leg Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5266,5,PROCEDURE,PX,'ICD10:0HRKXK4',"0HRKXK4 - Replacement of Right Lower Leg Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5267,5,PROCEDURE,PX,'ICD10:0HRLX73',"0HRLX73 - Replacement of Left Lower Leg Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5268,5,PROCEDURE,PX,'ICD10:0HRLX74',"0HRLX74 - Replacement of Left Lower Leg Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5269,5,PROCEDURE,PX,'ICD10:0HRLXK3',"0HRLXK3 - Replacement of Left Lower Leg Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5270,5,PROCEDURE,PX,'ICD10:0HRLXK4',"0HRLXK4 - Replacement of Left Lower Leg Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5271,5,PROCEDURE,PX,'ICD10:0HRMX73',"0HRMX73 - Replacement of Right Foot Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5272,5,PROCEDURE,PX,'ICD10:0HRMX74',"0HRMX74 - Replacement of Right Foot Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5273,5,PROCEDURE,PX,'ICD10:0HRMXJ3',"0HRMXJ3 - Replacement of Right Foot Skin with Synthetic Substitute, Full Thickness, External Approach "
px5274,5,PROCEDURE,PX,'ICD10:0HRMXK3',"0HRMXK3 - Replacement of Right Foot Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5275,5,PROCEDURE,PX,'ICD10:0HRMXK4',"0HRMXK4 - Replacement of Right Foot Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5276,5,PROCEDURE,PX,'ICD10:0HRNX73',"0HRNX73 - Replacement of Left Foot Skin with Autologous Tissue Substitute, Full Thickness, External Approach "
px5277,5,PROCEDURE,PX,'ICD10:0HRNX74',"0HRNX74 - Replacement of Left Foot Skin with Autologous Tissue Substitute, Partial Thickness, External Approach "
px5278,5,PROCEDURE,PX,'ICD10:0HRNXK3',"0HRNXK3 - Replacement of Left Foot Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach "
px5279,5,PROCEDURE,PX,'ICD10:0HRNXK4',"0HRNXK4 - Replacement of Left Foot Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach "
px5280,5,PROCEDURE,PX,'ICD10:0HRT076',"0HRT076 - Replacement of Right Breast using Transverse Rectus Abdominis Myocutaneous Flap, Open Approach "
px5281,5,PROCEDURE,PX,'ICD10:0HRT077',"0HRT077 - Replacement of Right Breast using Deep Inferior Epigastric Artery Perforator Flap, Open Approach "
px5282,5,PROCEDURE,PX,'ICD10:0HRT078',"0HRT078 - Replacement of Right Breast using Superficial Inferior Epigastric Artery Flap, Open Approach "
px5283,5,PROCEDURE,PX,'ICD10:0HRT0JZ',"0HRT0JZ - Replacement of Right Breast with Synthetic Substitute, Open Approach "
px5284,5,PROCEDURE,PX,'ICD10:0HRTXKZ',"0HRTXKZ - Replacement of Right Breast with Nonautologous Tissue Substitute, External Approach "
px5285,5,PROCEDURE,PX,'ICD10:0HRU076',"0HRU076 - Replacement of Left Breast using Transverse Rectus Abdominis Myocutaneous Flap, Open Approach "
px5286,5,PROCEDURE,PX,'ICD10:0HRU077',"0HRU077 - Replacement of Left Breast using Deep Inferior Epigastric Artery Perforator Flap, Open Approach "
